CID,Type,Impact,First Detected,Severity,Component,File,Function,1. ABK_Code_Type,2. ABK_Classification,ABK_Tags,3. ABK_Initial_Triaged,ABK_AutoTriage,Checker,CWE,Comparison,Issue Kind,Last Snapshot Stream,Line Number
16769,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/xanim/proceduralbones/proceduralbones_allocator.cpp,XAnimProceduralBonesAllocator_GetInstance,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-22,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,715
16811,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_elm_collection.inl,AddElement,Production,Suspicious,OVERRUN,2024-12-12,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,25
16851,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame/Cloth/CG_Cloth_Entity.cpp,CG_Cloth_Entity_Init,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,81
16881,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/snd/sd_output_libad.cpp,SD_AD_ThreadFunc,Production,Suspicious,OVERRUN,2025-04-09,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1747
16886,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/online/online_battlepass.cpp,Reset,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1611
16908,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/gfx/r_dpvs.cpp,R_AdditionalCullingObjectWeather,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-15,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1048
16915,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_iw9/game/ai/ai_scripted_coordinator.cpp,RecordAdvanceOnEnemy,Production,Suspicious,getindex,2025-04-14,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,3277
16992,Illegal address computation,High,02/13/24,Critical,Other,/code/external/Havok/hk2021_1_0_r1/Source/Common/Base/Math/Matrix/hkMatrix4f.inl,getColumn,Third Party/Open Source,Unclassified,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
17012,Untrusted pointer read,Medium,02/13/24,Critical,Other,/code/external/ctgs/qqtech/ac_windows/ac_windows_kernel32.h,ac_LoadLibraryA,Third Party/Open Source,Suspicious,downcasting,,,TAINTED_SCALAR,129,Absent,Various,ATVI-CoD-trunk,Various
17130,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/game_sp/g_pip_sp.cpp,G_PIP_Write,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1136
17135,Untrusted loop bound,Medium,02/13/24,Critical,Other,/code/external/ctgs/qqtech/ac_modules/ac_PEFile.h,PEFile,Third Party/Open Source,Suspicious,downcasting,,,TAINTED_SCALAR,606,Absent,Various,ATVI-CoD-trunk,932
17265,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/game_sp/actor.cpp,HideRocketLauncherProjectile,Production,False Positive,AI,2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2965
17430,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/mapVoxelizedState/MapVoxelizedState.cpp,MapVoxelizedState_ReadChanges,Production,Suspicious,OVERRUN,2025-04-08,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,829
17437,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_GetWeaponEntityNum,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,949
17447,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_shared/cgame_mp/esports/cg_esports_codcaster_cameras.cpp,SetFreeCamPose,Production,Not Exploitable,oba,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,569
17518,Untrusted loop bound,Medium,02/13/24,Critical,Other,/code/src/win32/win_main.cpp,Sys_InitPhysicalDiskSectorSize,Production,Suspicious,downcasting,,,TAINTED_SCALAR,606,Absent,Various,ATVI-CoD-trunk,485
17524,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/game_iw9/bgame_mp/bg_transients_infil_mp.cpp,BG_TransientsMP_AddInfilTransient,Production,False Positive,errorChecking,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,89
17615,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/gfx/r_amd.cpp,R_AMD_CreateDevice,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
17677,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_GetCustomButton,Production,Not Exploitable,OVERRUN,2025-08-20,true_verified_corrected,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7749
17758,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/lui/LUI.cpp,LUIElement_SetupRenderTarget,Production,False Positive,OVERRUN,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,12143
17768,Illegal address computation,High,02/13/24,Critical,Other,/code/src/qcommon/net_endpoint.cpp,GetChannelSlot,Production,Suspicious,index_overrun,2025-04-15,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,615
17856,Buffer not null terminated,High,02/13/24,Critical,Other,/code/src/game_iw9/bgame/bg_matchrules_history.cpp,BG_MatchRulesHistory_WriteRecipeAsync,Production,Suspicious,other,,false,BUFFER_SIZE,170,Absent,Quality,ATVI-CoD-trunk,1440
17900,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/gfx/r_water.cpp,R_Water_Tile_SubmitMeshPatches,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,8124
17934,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_SetWeaponRotation,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
18014,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_shared/cgame/cg_visionsets.cpp,CG_VisionSetLerpAssetBlendSet,Production,False Positive,fp logic,2025-04-09,false,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1516
18047,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame_mp/cg_main_mp.cpp,CG_MainMP_Init,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2018
18094,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/universal/com_parse.cpp,Com_ParseExt,Production,Not Exploitable,"OVERRUN,obo",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,920
18162,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame/cg_frontend_scene.cpp,CG_FrontEndScene_UpdateRequiredTransients,Production,Suspicious,OVERRUN,2025-04-14,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
18226,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/universal/com_files_wrapper_ms.h,FileWrapper_Write,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,462
18355,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/client/cl_player_data.cpp,CL_PlayerData_GetCustomization,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1067
18388,Out-of-bounds access,High,02/13/24,Critical,Other,/vendor/visual_studio/17.14.36119.2/VC/Tools/MSVC/14.44.35207/include/xlocnum,do_put,Third Party/Open Source,Unclassified,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1375
18411,String not null terminated,High,02/13/24,Critical,Other,/code/src/online/online_friends_crossplay.cpp,CheckMessageProfanityComplete,Production,Suspicious,other,,,STRING_NULL,170,Absent,Various,ATVI-CoD-trunk,1845
18433,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/memory/mem_paged.cpp,Mem_Paged_AddPageMapToBatchContext,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4092
18518,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/universal/string_util.cpp,IWString_ParseFloat64,Production,False Positive,OVERRUN,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1352
18552,Untrusted loop bound,Medium,02/13/24,Critical,Other,/code/external/ctgs/qqtech/ac_modules/ac_PEModule.h,getProcAddressApiSet,Third Party/Open Source,Suspicious,downcasting,,,TAINTED_SCALAR,606,Absent,Various,ATVI-CoD-trunk,Various
18623,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/universal/com_files_wrapper_ms.h,FileWrapper_Read,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,433
18863,Out-of-bounds access,High,02/13/24,Critical,Other,/code/common/libs/PhysicsCore/PhysicsCore/Havok/HavokPhysicsCollisionQueryDispatchers.cpp,convexVsConvex,Third Party/Open Source,Unclassified,"OVERRUN,physicsCode",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,431
18878,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/client_mp/partyhost.cpp,PartyHost_AssignSquad,Production,Suspicious,"OVERRUN,obo",2025-04-09,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
18940,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/lui/LUI_DataModel.cpp,LUI_Model_MarkAsDirty,Production,False Positive,errorChecking,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,932
19026,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/qcommon/com_fastfile_zonelist.h,Add,Production,Suspicious,OVERRUN,2025-04-09,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,164
19036,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/game/g_combat.cpp,G_Combat_RadiusEffectsEnt,Production,Suspicious,"OVERRUN,obo",2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
19058,Untrusted pointer read,Medium,02/13/24,Critical,Other,/code/external/ctgs/qqtech/ac_modules/ac_PEFile.h,getProcAddress,Third Party/Open Source,Suspicious,downcasting,,,TAINTED_SCALAR,129,Absent,Various,ATVI-CoD-trunk,Various
19167,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/database/db_binarypatch_load.cpp,DB_BinaryPatch_BeginLoad,Production,Suspicious,OVERRUN,2025-04-09,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,602
19188,Incorrect sizeof expression,Medium,02/13/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics.cpp,WaterDynamics_LoadInstances,Production,Suspicious,other,,,BAD_SIZEOF,467,Absent,Various,ATVI-CoD-trunk,526
19309,Out-of-bounds read,High,02/13/24,Critical,Other,/code/common/libs/GlassCore/GlassCore/glass_crack_shard.cpp,Glass_AreaX2AndScaledCentroidForEdgeLoop,Production,Suspicious,OVERRUN,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
19334,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_SetWeaponIsWristwatch,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,117
19354,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_SetWeaponCollisionPlaneEnabled,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,984
19389,Out-of-bounds write,High,02/13/24,Critical,Other,/code/common/libs/MathCore/MathCore/math_ops.cpp,MatrixInverse44Safe,Production,Suspicious,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7783
19457,String not null terminated,High,02/13/24,Critical,Other,/code/src/online/live_common.cpp,Live_CheckIfShouldStartAutoLogin,Production,Suspicious,other,,,STRING_NULL,170,Absent,Various,ATVI-CoD-trunk,Various
19464,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/xanim/proceduralbones/proceduralbones_allocator.cpp,XAnimProceduralBonesAllocator_DestroyHandle,Production,Suspicious,"OVERRUN,graphicsCode",2024-12-12,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
19586,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/snd/sd_output_libad.cpp,SD_AD_SpawnThread,Production,Suspicious,OVERRUN,2025-04-08,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1779
19644,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/dw/dwEnvironment.cpp,dwGetEnvironmentName,Production,Suspicious,OVERRUN,2025-04-14,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,831
19675,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/gfx/r_state_utils.cpp,R_InitCmdBufState,Production,Not Exploitable,oba,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,331
19751,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_iw9/bgame/bg_animstate.cpp,BG_AnimationState_GetAnimsetByIndex,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,160
19763,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/gfx/r_decal_volume_model.cpp,R_DecalVolumesGrid_AddToGridRecurse,Production,False Positive,"OVERRUN,graphicsCode",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1114
19771,Copy into fixed size buffer,Low,02/13/24,Critical,Other,/code/src/qcommon/com_storage.cpp,Com_DDL_ReadOnlyFromText,Production,Suspicious,other,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,3362
19775,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_helicopter.cpp,GetBladeDeflectionForRotorIndex,Production,Suspicious,"OVERRUN,physicsCode",2025-04-09,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
19983,Destination buffer too small,High,02/13/24,Critical,Other,/code/src/crashreport/pc/crashreport_pc_buffer_overrun_support.cpp,TriggerBufferOverrunException,Test,Not Exploitable,,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,69
19991,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/dynentity/DynEntity_client.cpp,DynEntCl_InitEntities,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1377
20113,Out-of-bounds access,High,02/13/24,Critical,Other,/code/common/libs/PhysicsCore/PhysicsCore/Havok/HavokPhysicsHitCollectors.cpp,HavokPhysics_ProcessClosestPointsCvxCvx,Third Party/Open Source,Unclassified,"OVERRUN,physicsCode",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,60
20123,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame_mp/cg_servercmds_mp.cpp,CG_ServerCmdMP_ParseHudSplashCommand,Production,False Positive,errorChecking,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1734
20189,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/online/online_battlepass.cpp,ResetTransactionQueueState,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2540
20212,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics_PhysicsBehavior.cpp,CalcSDFPoints,Production,Not Exploitable,"OVERRUN,physicsCode",2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1809
20235,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/lui_mp/LUI_CoD_Game_MP.cpp,LUI_CoD_GameMP_GetBrColorForIndex,Production,False Positive,cov_logic_error,2025-04-15,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,364
20357,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame/cg_compass.cpp,UpdateTacmapZoomAndPosition,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1886
20382,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/physics/Private/Core/PhysicsRT_Volume.cpp,G_PhysicsVolume_AllocateRuntimeData,Production,False Positive,errorChecking,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
20439,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_SetWeaponOffset,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,194
20574,Out-of-bounds read,High,02/13/24,Critical,Other,/code/common/libs/MathCore/MathCore/math_ops.cpp,MatrixInverse44Safe,Production,False Positive,AI,2024-10-30,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,7762
20594,Illegal address computation,High,02/13/24,Critical,Other,/code/external/Havok/hk2021_1_0_r1/Source/Common/Base/Math/Matrix/hkMatrix3.inl,getColumn,Third Party/Open Source,Unclassified,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,25
20613,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/dw/dwLobbyEventHandler.h,onNotWhiteListed,Production,Suspicious,errorChecking,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
20765,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/crashreport/pc/crashreport_pc_buffer_overrun_support.cpp,TriggerBufferOverrunException,Test,Unclassified,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,69
20802,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_iw9/game/ai/bots/ai_bot.cpp,Bot_DifficultyFromString,Production,Suspicious,coding_error,2025-04-15,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,4645
20815,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementById,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-27,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
20833,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/qcommon/com_fastfile_zonelist.h,AddFrom,Production,Suspicious,OVERRUN,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,80
20836,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/xanim/xanim_trace.cpp,XAnimTrace_TryGetDeferredRaycastResult,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-27,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,364
20851,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame/cg_hang.cpp,CG_Hang_HandleEvent,Production,Suspicious,OVERRUN,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2087
20856,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/client/cl_transients_world.cpp,CL_TransientsWorld_UpdateAllVisibility,Production,Not Exploitable,OVERRUN,2025-04-15,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
21021,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/lui/LUI_CoD_Weapon.cpp,ClientWeapon_SetWeaponVisible,Production,False Positive,OVERRUN,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,666
21024,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/vfx/Particles/ParticleManager.h,Allocate,Production,Suspicious,"OVERRUN,graphicsCode",2024-11-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,351
21030,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementById,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-27,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21031,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/online/online_leagueplay.cpp,OnSignedOut,Production,Not Exploitable,cov_sus,2025-04-07,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,865
21050,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/qcommon/cmd.cpp,Cmd_RegisterNotification,Production,False Positive,errorChecking,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1366
21051,Untrusted value as argument,Medium,02/13/24,Critical,Other,/code/src/game_iw9/game_mp/g_player_events_mp.cpp,GameSwitchOffhandEvent,Production,Suspicious,downcasting,,,TAINTED_SCALAR,20,Absent,Various,ATVI-CoD-trunk,1420
21106,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/universal/memfile.cpp,MemFile_WriteDataInternal,Production,Suspicious,OVERRUN,2025-04-11,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,860
21151,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/gfx/r_decal_volume_model.cpp,R_DecalVolumesGrid_AddToGridBruteForce,Production,False Positive,"OVERRUN,graphicsCode",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1237
21162,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/dw/dwLobbyEventHandler.h,onPlayerBanned,Production,Suspicious,errorChecking,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21186,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/game_iw9/bgame_mp/bg_transients_infil_mp.cpp,BG_TransientsMP_AddInfilTransient,Production,False Positive,errorChecking,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,91
21555,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldSurfaces,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21584,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_primarylights.cpp,R_PrimaryLights_InitAndUpdate,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1415
21621,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/bgame/bg_animation_mp.cpp,BG_Player_SetPlayerInfo,Production,False Positive,"OVERRUN,graphicsCode",2024-12-05,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21631,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_SetSeparatedVisDataAndMotionBitsCounts,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2674
21635,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_save_sp.cpp,G_SaveSP_WriteThreatBiasGroups,Production,False Positive,address not deref,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1729
21656,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/PatchCollision/PatchCollision_AreaSwap.cpp,PatchCollision_AreaSwap_GetShapeForLoad,Production,Suspicious,OVERRUN,2025-04-07,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,440
21670,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/physics/Private/Core/PhysicsRT_Vehicle.cpp,PhysicsRT_Vehicle_BuoyancyCast,Production,Suspicious,"OVERRUN,physicsCode",2025-04-08,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21672,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_weapons.cpp,CG_Weapon_AddViewmodelHand,Production,Not Exploitable,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,21247
21673,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_save_sp.cpp,G_SaveSP_WritePathNodes,Production,False Positive,address not deref,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1628
21716,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_FixupWorldSurfaceIndexMapsForSeparation,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5975
21854,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_FixupWorldSurfaceIndexMapsForMerge,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21872,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_turret_sp.cpp,G_TurretSP_SaveGame_Write,Production,False Positive,address not deref,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,66
21933,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_SetMergedArrayCounts,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2239
21942,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_save_sp.cpp,G_SaveSP_WriteBadPlaces,Production,False Positive,address not deref,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1708
21953,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementIdByType,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
22033,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/physics/Private/Havok/HavokPhysicsRT_World.cpp,HavokPhysicsRT_InstantiateAssetBodySphere,Third Party/Open Source,Unclassified,"OVERRUN,physicsCode",,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2073
22055,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldPersistentDamageLayers,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,6880
22115,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/qcommon/com_map_ent_lookup.cpp,Com_FindReflectionProbeFromEntInstUUID,Production,False Positive,OVERRUN,2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,251
22121,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/gfx/r_universe.cpp,R_Universe_MergeWorldStaticModels,Production,False Positive,"OVERRUN,graphicsCode",2024-12-11,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5630
22143,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/common_item/bg_common_item.cpp,BG_CommonItem_GenerateFullWeaponStrings,Production,Suspicious,OVERRUN,2025-04-09,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1108
22167,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/stream/stream_defrag.cpp,ResolveNewAddr,Production,Suspicious,OVERRUN,2025-04-08,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
22169,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_missile.cpp,UpdateCosmetics,Production,False Positive,OVERRUN,2024-12-04,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1811
22177,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_turret_sp.cpp,G_TurretSP_SaveGame_Read,Production,Suspicious,OVERRUN,2025-03-21,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,76
